survey_id,question_id,answer_id,measure_id,question_label,answer_label,measure_label,indicator,factor,min,max,score
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,c44a75de-8324-44d4-9a00-8113f7c2702b,b8649da4-8582-41ac-9e2b-7171602b50b0,631f0ce2-c57a-4905-b512-4c8f8834d8b0,J'ai exercé un métier en lien avec le diplôme,"Oui, j'en ai même exercé plusieurs en lien avec le diplôme",aisance_numerique,profile,1,0,5,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,c44a75de-8324-44d4-9a00-8113f7c2702b,b8649da4-8582-41ac-9e2b-7171602b50b0,500fec05-d255-4799-bb97-8dac12ea17db,J'ai exercé un métier en lien avec le diplôme,"Oui, j'en ai même exercé plusieurs en lien avec le diplôme",confiance,profile,2,0,18,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,c44a75de-8324-44d4-9a00-8113f7c2702b,b8649da4-8582-41ac-9e2b-7171602b50b0,b88c9e7f-363a-4ef3-8794-760d28e5783e,J'ai exercé un métier en lien avec le diplôme,"Oui, j'en ai même exercé plusieurs en lien avec le diplôme",confiance_extrinseque,profile,1,0,5,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,c44a75de-8324-44d4-9a00-8113f7c2702b,b8649da4-8582-41ac-9e2b-7171602b50b0,738bb852-8cd5-417d-a183-697ee5bf3fd9,J'ai exercé un métier en lien avec le diplôme,"Oui, j'en ai même exercé plusieurs en lien avec le diplôme",disponibilite,obtainment,3,0,5,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,c44a75de-8324-44d4-9a00-8113f7c2702b,b8649da4-8582-41ac-9e2b-7171602b50b0,9ec7becf-53bb-4142-ac36-45d56d33e8d0,J'ai exercé un métier en lien avec le diplôme,"Oui, j'en ai même exercé plusieurs en lien avec le diplôme",experience,obtainment,5,0,13,5
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,c44a75de-8324-44d4-9a00-8113f7c2702b,b8649da4-8582-41ac-9e2b-7171602b50b0,4d97080a-8c1f-49d6-8e06-e959b7ac0883,J'ai exercé un métier en lien avec le diplôme,"Oui, j'en ai même exercé plusieurs en lien avec le diplôme",motivation_intrinseque,profile,5,0,25,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,c44a75de-8324-44d4-9a00-8113f7c2702b,43b6807f-47dc-463f-8f64-3c23ddf70d1d,631f0ce2-c57a-4905-b512-4c8f8834d8b0,J'ai exercé un métier en lien avec le diplôme,"Oui, j'ai exercé une fois ce métier pendant assez longtemps",aisance_numerique,profile,1,0,5,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,c44a75de-8324-44d4-9a00-8113f7c2702b,43b6807f-47dc-463f-8f64-3c23ddf70d1d,500fec05-d255-4799-bb97-8dac12ea17db,J'ai exercé un métier en lien avec le diplôme,"Oui, j'ai exercé une fois ce métier pendant assez longtemps",confiance,profile,2,0,18,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,c44a75de-8324-44d4-9a00-8113f7c2702b,43b6807f-47dc-463f-8f64-3c23ddf70d1d,b88c9e7f-363a-4ef3-8794-760d28e5783e,J'ai exercé un métier en lien avec le diplôme,"Oui, j'ai exercé une fois ce métier pendant assez longtemps",confiance_extrinseque,profile,1,0,5,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,c44a75de-8324-44d4-9a00-8113f7c2702b,43b6807f-47dc-463f-8f64-3c23ddf70d1d,738bb852-8cd5-417d-a183-697ee5bf3fd9,J'ai exercé un métier en lien avec le diplôme,"Oui, j'ai exercé une fois ce métier pendant assez longtemps",disponibilite,obtainment,3,0,5,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,c44a75de-8324-44d4-9a00-8113f7c2702b,43b6807f-47dc-463f-8f64-3c23ddf70d1d,9ec7becf-53bb-4142-ac36-45d56d33e8d0,J'ai exercé un métier en lien avec le diplôme,"Oui, j'ai exercé une fois ce métier pendant assez longtemps",experience,obtainment,5,0,13,4
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,c44a75de-8324-44d4-9a00-8113f7c2702b,43b6807f-47dc-463f-8f64-3c23ddf70d1d,4d97080a-8c1f-49d6-8e06-e959b7ac0883,J'ai exercé un métier en lien avec le diplôme,"Oui, j'ai exercé une fois ce métier pendant assez longtemps",motivation_intrinseque,profile,5,0,25,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,c44a75de-8324-44d4-9a00-8113f7c2702b,001c9384-b933-48d9-8e2d-c9e4dcc1a8a6,631f0ce2-c57a-4905-b512-4c8f8834d8b0,J'ai exercé un métier en lien avec le diplôme,"Oui, j'ai exercé ce métier une fois mais pendant peu de temps",aisance_numerique,profile,1,0,5,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,c44a75de-8324-44d4-9a00-8113f7c2702b,001c9384-b933-48d9-8e2d-c9e4dcc1a8a6,500fec05-d255-4799-bb97-8dac12ea17db,J'ai exercé un métier en lien avec le diplôme,"Oui, j'ai exercé ce métier une fois mais pendant peu de temps",confiance,profile,2,0,18,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,c44a75de-8324-44d4-9a00-8113f7c2702b,001c9384-b933-48d9-8e2d-c9e4dcc1a8a6,b88c9e7f-363a-4ef3-8794-760d28e5783e,J'ai exercé un métier en lien avec le diplôme,"Oui, j'ai exercé ce métier une fois mais pendant peu de temps",confiance_extrinseque,profile,1,0,5,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,c44a75de-8324-44d4-9a00-8113f7c2702b,001c9384-b933-48d9-8e2d-c9e4dcc1a8a6,738bb852-8cd5-417d-a183-697ee5bf3fd9,J'ai exercé un métier en lien avec le diplôme,"Oui, j'ai exercé ce métier une fois mais pendant peu de temps",disponibilite,obtainment,3,0,5,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,c44a75de-8324-44d4-9a00-8113f7c2702b,001c9384-b933-48d9-8e2d-c9e4dcc1a8a6,9ec7becf-53bb-4142-ac36-45d56d33e8d0,J'ai exercé un métier en lien avec le diplôme,"Oui, j'ai exercé ce métier une fois mais pendant peu de temps",experience,obtainment,5,0,13,3
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,c44a75de-8324-44d4-9a00-8113f7c2702b,001c9384-b933-48d9-8e2d-c9e4dcc1a8a6,4d97080a-8c1f-49d6-8e06-e959b7ac0883,J'ai exercé un métier en lien avec le diplôme,"Oui, j'ai exercé ce métier une fois mais pendant peu de temps",motivation_intrinseque,profile,5,0,25,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,c44a75de-8324-44d4-9a00-8113f7c2702b,f1ec8066-b340-4a19-8213-3aaa53a79203,631f0ce2-c57a-4905-b512-4c8f8834d8b0,J'ai exercé un métier en lien avec le diplôme,Les métiers que j'ai exercés ont un peu de rapport avec le diplôme,aisance_numerique,profile,1,0,5,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,c44a75de-8324-44d4-9a00-8113f7c2702b,f1ec8066-b340-4a19-8213-3aaa53a79203,500fec05-d255-4799-bb97-8dac12ea17db,J'ai exercé un métier en lien avec le diplôme,Les métiers que j'ai exercés ont un peu de rapport avec le diplôme,confiance,profile,2,0,18,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,c44a75de-8324-44d4-9a00-8113f7c2702b,f1ec8066-b340-4a19-8213-3aaa53a79203,b88c9e7f-363a-4ef3-8794-760d28e5783e,J'ai exercé un métier en lien avec le diplôme,Les métiers que j'ai exercés ont un peu de rapport avec le diplôme,confiance_extrinseque,profile,1,0,5,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,c44a75de-8324-44d4-9a00-8113f7c2702b,f1ec8066-b340-4a19-8213-3aaa53a79203,738bb852-8cd5-417d-a183-697ee5bf3fd9,J'ai exercé un métier en lien avec le diplôme,Les métiers que j'ai exercés ont un peu de rapport avec le diplôme,disponibilite,obtainment,3,0,5,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,c44a75de-8324-44d4-9a00-8113f7c2702b,f1ec8066-b340-4a19-8213-3aaa53a79203,9ec7becf-53bb-4142-ac36-45d56d33e8d0,J'ai exercé un métier en lien avec le diplôme,Les métiers que j'ai exercés ont un peu de rapport avec le diplôme,experience,obtainment,5,0,13,2
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,c44a75de-8324-44d4-9a00-8113f7c2702b,f1ec8066-b340-4a19-8213-3aaa53a79203,4d97080a-8c1f-49d6-8e06-e959b7ac0883,J'ai exercé un métier en lien avec le diplôme,Les métiers que j'ai exercés ont un peu de rapport avec le diplôme,motivation_intrinseque,profile,5,0,25,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,c44a75de-8324-44d4-9a00-8113f7c2702b,f9c035ad-339e-4461-91e2-1b58121bd409,631f0ce2-c57a-4905-b512-4c8f8834d8b0,J'ai exercé un métier en lien avec le diplôme,"Non, les métiers que j'ai exercés n'ont pas de rapport avec le diplôme que je vise",aisance_numerique,profile,1,0,5,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,c44a75de-8324-44d4-9a00-8113f7c2702b,f9c035ad-339e-4461-91e2-1b58121bd409,500fec05-d255-4799-bb97-8dac12ea17db,J'ai exercé un métier en lien avec le diplôme,"Non, les métiers que j'ai exercés n'ont pas de rapport avec le diplôme que je vise",confiance,profile,2,0,18,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,c44a75de-8324-44d4-9a00-8113f7c2702b,f9c035ad-339e-4461-91e2-1b58121bd409,b88c9e7f-363a-4ef3-8794-760d28e5783e,J'ai exercé un métier en lien avec le diplôme,"Non, les métiers que j'ai exercés n'ont pas de rapport avec le diplôme que je vise",confiance_extrinseque,profile,1,0,5,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,c44a75de-8324-44d4-9a00-8113f7c2702b,f9c035ad-339e-4461-91e2-1b58121bd409,738bb852-8cd5-417d-a183-697ee5bf3fd9,J'ai exercé un métier en lien avec le diplôme,"Non, les métiers que j'ai exercés n'ont pas de rapport avec le diplôme que je vise",disponibilite,obtainment,3,0,5,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,c44a75de-8324-44d4-9a00-8113f7c2702b,f9c035ad-339e-4461-91e2-1b58121bd409,9ec7becf-53bb-4142-ac36-45d56d33e8d0,J'ai exercé un métier en lien avec le diplôme,"Non, les métiers que j'ai exercés n'ont pas de rapport avec le diplôme que je vise",experience,obtainment,5,0,13,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,c44a75de-8324-44d4-9a00-8113f7c2702b,f9c035ad-339e-4461-91e2-1b58121bd409,4d97080a-8c1f-49d6-8e06-e959b7ac0883,J'ai exercé un métier en lien avec le diplôme,"Non, les métiers que j'ai exercés n'ont pas de rapport avec le diplôme que je vise",motivation_intrinseque,profile,5,0,25,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,a28ae07c-e3fd-4722-b399-e526cbb44a5a,b8649da4-8582-41ac-9e2b-7171602b50b0,631f0ce2-c57a-4905-b512-4c8f8834d8b0,J'ai exercé ce(s) métier(s) pendant :,Moins d'un an,aisance_numerique,profile,1,0,5,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,a28ae07c-e3fd-4722-b399-e526cbb44a5a,b8649da4-8582-41ac-9e2b-7171602b50b0,500fec05-d255-4799-bb97-8dac12ea17db,J'ai exercé ce(s) métier(s) pendant :,Moins d'un an,confiance,profile,2,0,18,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,a28ae07c-e3fd-4722-b399-e526cbb44a5a,b8649da4-8582-41ac-9e2b-7171602b50b0,b88c9e7f-363a-4ef3-8794-760d28e5783e,J'ai exercé ce(s) métier(s) pendant :,Moins d'un an,confiance_extrinseque,profile,1,0,5,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,a28ae07c-e3fd-4722-b399-e526cbb44a5a,b8649da4-8582-41ac-9e2b-7171602b50b0,738bb852-8cd5-417d-a183-697ee5bf3fd9,J'ai exercé ce(s) métier(s) pendant :,Moins d'un an,disponibilite,obtainment,3,0,5,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,a28ae07c-e3fd-4722-b399-e526cbb44a5a,b8649da4-8582-41ac-9e2b-7171602b50b0,9ec7becf-53bb-4142-ac36-45d56d33e8d0,J'ai exercé ce(s) métier(s) pendant :,Moins d'un an,experience,obtainment,5,0,13,0
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,a28ae07c-e3fd-4722-b399-e526cbb44a5a,b8649da4-8582-41ac-9e2b-7171602b50b0,4d97080a-8c1f-49d6-8e06-e959b7ac0883,J'ai exercé ce(s) métier(s) pendant :,Moins d'un an,motivation_intrinseque,profile,5,0,25,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,a28ae07c-e3fd-4722-b399-e526cbb44a5a,43b6807f-47dc-463f-8f64-3c23ddf70d1d,631f0ce2-c57a-4905-b512-4c8f8834d8b0,J'ai exercé ce(s) métier(s) pendant :,Un an,aisance_numerique,profile,1,0,5,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,a28ae07c-e3fd-4722-b399-e526cbb44a5a,43b6807f-47dc-463f-8f64-3c23ddf70d1d,500fec05-d255-4799-bb97-8dac12ea17db,J'ai exercé ce(s) métier(s) pendant :,Un an,confiance,profile,2,0,18,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,a28ae07c-e3fd-4722-b399-e526cbb44a5a,43b6807f-47dc-463f-8f64-3c23ddf70d1d,b88c9e7f-363a-4ef3-8794-760d28e5783e,J'ai exercé ce(s) métier(s) pendant :,Un an,confiance_extrinseque,profile,1,0,5,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,a28ae07c-e3fd-4722-b399-e526cbb44a5a,43b6807f-47dc-463f-8f64-3c23ddf70d1d,738bb852-8cd5-417d-a183-697ee5bf3fd9,J'ai exercé ce(s) métier(s) pendant :,Un an,disponibilite,obtainment,3,0,5,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,a28ae07c-e3fd-4722-b399-e526cbb44a5a,43b6807f-47dc-463f-8f64-3c23ddf70d1d,9ec7becf-53bb-4142-ac36-45d56d33e8d0,J'ai exercé ce(s) métier(s) pendant :,Un an,experience,obtainment,5,0,13,2
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,a28ae07c-e3fd-4722-b399-e526cbb44a5a,43b6807f-47dc-463f-8f64-3c23ddf70d1d,4d97080a-8c1f-49d6-8e06-e959b7ac0883,J'ai exercé ce(s) métier(s) pendant :,Un an,motivation_intrinseque,profile,5,0,25,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,a28ae07c-e3fd-4722-b399-e526cbb44a5a,001c9384-b933-48d9-8e2d-c9e4dcc1a8a6,631f0ce2-c57a-4905-b512-4c8f8834d8b0,J'ai exercé ce(s) métier(s) pendant :,Plus d'un an,aisance_numerique,profile,1,0,5,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,a28ae07c-e3fd-4722-b399-e526cbb44a5a,001c9384-b933-48d9-8e2d-c9e4dcc1a8a6,500fec05-d255-4799-bb97-8dac12ea17db,J'ai exercé ce(s) métier(s) pendant :,Plus d'un an,confiance,profile,2,0,18,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,a28ae07c-e3fd-4722-b399-e526cbb44a5a,001c9384-b933-48d9-8e2d-c9e4dcc1a8a6,b88c9e7f-363a-4ef3-8794-760d28e5783e,J'ai exercé ce(s) métier(s) pendant :,Plus d'un an,confiance_extrinseque,profile,1,0,5,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,a28ae07c-e3fd-4722-b399-e526cbb44a5a,001c9384-b933-48d9-8e2d-c9e4dcc1a8a6,738bb852-8cd5-417d-a183-697ee5bf3fd9,J'ai exercé ce(s) métier(s) pendant :,Plus d'un an,disponibilite,obtainment,3,0,5,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,a28ae07c-e3fd-4722-b399-e526cbb44a5a,001c9384-b933-48d9-8e2d-c9e4dcc1a8a6,9ec7becf-53bb-4142-ac36-45d56d33e8d0,J'ai exercé ce(s) métier(s) pendant :,Plus d'un an,experience,obtainment,5,0,13,5
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,a28ae07c-e3fd-4722-b399-e526cbb44a5a,001c9384-b933-48d9-8e2d-c9e4dcc1a8a6,4d97080a-8c1f-49d6-8e06-e959b7ac0883,J'ai exercé ce(s) métier(s) pendant :,Plus d'un an,motivation_intrinseque,profile,5,0,25,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,74051568-3cd0-41bd-890d-c6f920f02b03,b8649da4-8582-41ac-9e2b-7171602b50b0,631f0ce2-c57a-4905-b512-4c8f8834d8b0,"Pour obtenir ma certification, je suis prêt.e à déplacer des montagnes","Oui, je suis vraiment déterminé.e",aisance_numerique,profile,1,0,5,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,74051568-3cd0-41bd-890d-c6f920f02b03,b8649da4-8582-41ac-9e2b-7171602b50b0,500fec05-d255-4799-bb97-8dac12ea17db,"Pour obtenir ma certification, je suis prêt.e à déplacer des montagnes","Oui, je suis vraiment déterminé.e",confiance,profile,2,0,18,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,74051568-3cd0-41bd-890d-c6f920f02b03,b8649da4-8582-41ac-9e2b-7171602b50b0,b88c9e7f-363a-4ef3-8794-760d28e5783e,"Pour obtenir ma certification, je suis prêt.e à déplacer des montagnes","Oui, je suis vraiment déterminé.e",confiance_extrinseque,profile,1,0,5,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,74051568-3cd0-41bd-890d-c6f920f02b03,b8649da4-8582-41ac-9e2b-7171602b50b0,738bb852-8cd5-417d-a183-697ee5bf3fd9,"Pour obtenir ma certification, je suis prêt.e à déplacer des montagnes","Oui, je suis vraiment déterminé.e",disponibilite,obtainment,3,0,5,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,74051568-3cd0-41bd-890d-c6f920f02b03,b8649da4-8582-41ac-9e2b-7171602b50b0,9ec7becf-53bb-4142-ac36-45d56d33e8d0,"Pour obtenir ma certification, je suis prêt.e à déplacer des montagnes","Oui, je suis vraiment déterminé.e",experience,obtainment,5,0,13,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,74051568-3cd0-41bd-890d-c6f920f02b03,b8649da4-8582-41ac-9e2b-7171602b50b0,4d97080a-8c1f-49d6-8e06-e959b7ac0883,"Pour obtenir ma certification, je suis prêt.e à déplacer des montagnes","Oui, je suis vraiment déterminé.e",motivation_intrinseque,profile,5,0,25,5
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,74051568-3cd0-41bd-890d-c6f920f02b03,43b6807f-47dc-463f-8f64-3c23ddf70d1d,631f0ce2-c57a-4905-b512-4c8f8834d8b0,"Pour obtenir ma certification, je suis prêt.e à déplacer des montagnes",Je suis motivé.e,aisance_numerique,profile,1,0,5,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,74051568-3cd0-41bd-890d-c6f920f02b03,43b6807f-47dc-463f-8f64-3c23ddf70d1d,500fec05-d255-4799-bb97-8dac12ea17db,"Pour obtenir ma certification, je suis prêt.e à déplacer des montagnes",Je suis motivé.e,confiance,profile,2,0,18,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,74051568-3cd0-41bd-890d-c6f920f02b03,43b6807f-47dc-463f-8f64-3c23ddf70d1d,b88c9e7f-363a-4ef3-8794-760d28e5783e,"Pour obtenir ma certification, je suis prêt.e à déplacer des montagnes",Je suis motivé.e,confiance_extrinseque,profile,1,0,5,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,74051568-3cd0-41bd-890d-c6f920f02b03,43b6807f-47dc-463f-8f64-3c23ddf70d1d,738bb852-8cd5-417d-a183-697ee5bf3fd9,"Pour obtenir ma certification, je suis prêt.e à déplacer des montagnes",Je suis motivé.e,disponibilite,obtainment,3,0,5,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,74051568-3cd0-41bd-890d-c6f920f02b03,43b6807f-47dc-463f-8f64-3c23ddf70d1d,9ec7becf-53bb-4142-ac36-45d56d33e8d0,"Pour obtenir ma certification, je suis prêt.e à déplacer des montagnes",Je suis motivé.e,experience,obtainment,5,0,13,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,74051568-3cd0-41bd-890d-c6f920f02b03,43b6807f-47dc-463f-8f64-3c23ddf70d1d,4d97080a-8c1f-49d6-8e06-e959b7ac0883,"Pour obtenir ma certification, je suis prêt.e à déplacer des montagnes",Je suis motivé.e,motivation_intrinseque,profile,5,0,25,4
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,74051568-3cd0-41bd-890d-c6f920f02b03,001c9384-b933-48d9-8e2d-c9e4dcc1a8a6,631f0ce2-c57a-4905-b512-4c8f8834d8b0,"Pour obtenir ma certification, je suis prêt.e à déplacer des montagnes","Oui, mais j'ai aussi d'autres choses à gérer",aisance_numerique,profile,1,0,5,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,74051568-3cd0-41bd-890d-c6f920f02b03,001c9384-b933-48d9-8e2d-c9e4dcc1a8a6,500fec05-d255-4799-bb97-8dac12ea17db,"Pour obtenir ma certification, je suis prêt.e à déplacer des montagnes","Oui, mais j'ai aussi d'autres choses à gérer",confiance,profile,2,0,18,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,74051568-3cd0-41bd-890d-c6f920f02b03,001c9384-b933-48d9-8e2d-c9e4dcc1a8a6,b88c9e7f-363a-4ef3-8794-760d28e5783e,"Pour obtenir ma certification, je suis prêt.e à déplacer des montagnes","Oui, mais j'ai aussi d'autres choses à gérer",confiance_extrinseque,profile,1,0,5,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,74051568-3cd0-41bd-890d-c6f920f02b03,001c9384-b933-48d9-8e2d-c9e4dcc1a8a6,738bb852-8cd5-417d-a183-697ee5bf3fd9,"Pour obtenir ma certification, je suis prêt.e à déplacer des montagnes","Oui, mais j'ai aussi d'autres choses à gérer",disponibilite,obtainment,3,0,5,-1
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,74051568-3cd0-41bd-890d-c6f920f02b03,001c9384-b933-48d9-8e2d-c9e4dcc1a8a6,9ec7becf-53bb-4142-ac36-45d56d33e8d0,"Pour obtenir ma certification, je suis prêt.e à déplacer des montagnes","Oui, mais j'ai aussi d'autres choses à gérer",experience,obtainment,5,0,13,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,74051568-3cd0-41bd-890d-c6f920f02b03,001c9384-b933-48d9-8e2d-c9e4dcc1a8a6,4d97080a-8c1f-49d6-8e06-e959b7ac0883,"Pour obtenir ma certification, je suis prêt.e à déplacer des montagnes","Oui, mais j'ai aussi d'autres choses à gérer",motivation_intrinseque,profile,5,0,25,2
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,74051568-3cd0-41bd-890d-c6f920f02b03,f1ec8066-b340-4a19-8213-3aaa53a79203,631f0ce2-c57a-4905-b512-4c8f8834d8b0,"Pour obtenir ma certification, je suis prêt.e à déplacer des montagnes",Je ferai uniquement ce qu'il faut,aisance_numerique,profile,1,0,5,
e3cb68a7-8751-4924-86ab-7f39ef1b27e0,74051568-3cd0-41bd-890d-c6f920f02b03,f1ec8066-b340-4a19-8213-3aaa53a79203,500fec05-d255-4799-bb97-8dac12ea17db,"Pour obtenir ma certification, je suis prêt.e à déplacer des montagnes",Je ferai uniquement ce qu'il faut,confiance,profile,2,0,18,
