Code RNCP,uuid,Nom la certification,Description de la certification,Type de diplôme,uuid (from Type de diplôme),Niveau de diplôme,Conventions collectives,uuid (from Conventions collectives),Domaines,uuid (from Domaines),date,Last Modified,Created By,Last Modified By
34177,06ff29df-f235-4e83-87e4-eb1e93aa1ef6,CQP Technicien de la qualité,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,5,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
36138,6e1c39f2-ee63-414f-acb3-c2c44c6ef1e0,CQP Technicien de maintenance d'appareils de chauffage au gaz,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,4,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
36302,e070a519-f5b9-4b5d-80d5-29c9db5d5384,CQP Technicien de maintenance de matériels de manutention / levage,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,4,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
35331,cc2cfe76-1a25-45ee-901a-24163a6f12ac,CQP Technicien de maintenance en hydraulique,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,4,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
36198,a857cde6-5cb1-4594-9ba2-603a6e5f4143,CQP Technicien de maintenance et installation de pompe à chaleur et de climatiseur (PAC-CLIM),,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,4,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
36923,1504d576-82e5-449d-9597-1350fbdbfa50,CQP Technicien de service maintenance en ascenseurs,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,4,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
34575,3137a34b-1feb-401b-bc78-3c1a1992cf94,CQP Technicien en industrialisation et en amélioration des procédés,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,5,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
36280,0cc30e1b-865b-4901-9d0b-3fea40a8ebc8,CQP Technicien en maintenance de systèmes oléohydrauliques,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,5,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
35282,32d7de30-5f9b-4405-936e-477db3d1feff,CQP Technicien en maintenance industrielle,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,4,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
36870,eab6d995-2276-4937-be40-d4127ec40a06,CQP Technicien polyvalent en chaudronnerie,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,4,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
37329,dc31049f-ac88-44eb-aac0-d895f95b862b,CQP Technicien supérieur en automatisme et interfaces associées,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,5,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
37049,df5a20db-c84a-45ca-841a-ded468cda667,CQP Technicien supérieur en machines tournantes sous pression,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,5,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
34472,de3c9193-21ea-420c-a320-b599da95a4b2,CQP Technico commercial industriel,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,5,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
34180,c4b4c659-31b3-4cc4-a660-6bece954ebf1,CQP Tuyauteur industriel,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
37410,49a2bdd4-9eba-4fdb-9f6e-3c222652952a,CQP Vendeur en fournitures industrielles ,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,4,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
36004,bb2e7187-476e-478d-ab77-c38a0cd6ae83,Diplôme d'Etat Accompagnant éducatif et social - DEAES,,Diplôme d'Etat (DE),7aca63e3-9632-4e58-b462-e64a282a2896,4,,,Social,43062959-9315-4c1b-82b6-fdb9af494b0c,10/5/2023 09:32,18/5/2023 11:32am,Aurélie Favart,Vincent Tournebise
35830,b8499961-4e6a-4ca2-a3f0-061e087d926b,Diplôme d'Etat Aide soignant - DEAS,,Diplôme d'Etat (DE),7aca63e3-9632-4e58-b462-e64a282a2896,4,,,Santé,b4e5cde7-4e2e-46bb-bbee-b3b92f8b6e3b,10/5/2023 09:32,18/5/2023 11:30am,Aurélie Favart,Vincent Tournebise
35832,9b3997dd-b7f1-4294-9452-7b133b8d40b5,Diplôme d'Etat Auxiliaire de puériculture - DEAP,,Diplôme d'Etat (DE),7aca63e3-9632-4e58-b462-e64a282a2896,4,,,Santé,b4e5cde7-4e2e-46bb-bbee-b3b92f8b6e3b,10/5/2023 09:32,18/5/2023 11:25am,Aurélie Favart,Vincent Tournebise
34826,0236bf82-e85d-4e88-927a-c93bb6c44efb,Diplôme d'Etat Conseiller en économie sociale et familiale - DEESF,,Diplôme d'Etat (DE),7aca63e3-9632-4e58-b462-e64a282a2896,6,,,Social,43062959-9315-4c1b-82b6-fdb9af494b0c,10/5/2023 09:32,12/5/2023 2:02pm,Aurélie Favart,Vincent Tournebise
36831,0b8bed9e-f889-4d16-900c-4def101695ea,"Diplôme d'Etat de la Jeunesse, de l'Education Populaire et du Sport spécialité perfectionnement sportif, mention rugby à XV - DEJEPS",,Diplôme d'Etat (DE),7aca63e3-9632-4e58-b462-e64a282a2896,5,,,Sport,24ebe074-78fc-41c7-8b56-fec2446e6253,10/5/2023 09:32,15/5/2023 2:15pm,Aurélie Favart,Aurélie Favart
34827,d4fc174f-1db7-4a0c-9a51-41bd7bed4add,Diplôme d'Etat Educateur jeunes Enfants - DEEJE,,Diplôme d'Etat (DE),7aca63e3-9632-4e58-b462-e64a282a2896,6,,,Social,43062959-9315-4c1b-82b6-fdb9af494b0c,10/5/2023 09:32,12/5/2023 2:02pm,Aurélie Favart,Vincent Tournebise
34825,5da22914-3719-40cf-a7c4-d2988c20f2de,Diplôme d'Etat Educateur spécialisé - DEES,,Diplôme d'Etat (DE),7aca63e3-9632-4e58-b462-e64a282a2896,6,,,Social,43062959-9315-4c1b-82b6-fdb9af494b0c,10/5/2023 09:32,12/5/2023 2:02pm,Aurélie Favart,Vincent Tournebise
492,9b57f1ed-6dec-4e05-8dd2-38f4746e00d7,Diplôme d'Etat Moniteur éducateur - DEME,,Diplôme d'Etat (DE),7aca63e3-9632-4e58-b462-e64a282a2896,4,,,Social,43062959-9315-4c1b-82b6-fdb9af494b0c,10/5/2023 09:32,12/5/2023 2:02pm,Aurélie Favart,Vincent Tournebise
35904,29abeae2-90a0-4cef-a3a3-39e1d10191f9,"Diplôme d'Etat Supérieur de la Jeunesse, de l'Education Populaire et du Sport spécialité performance sportive, mention football - DESJEPS",,Diplôme d'Etat Supérieur (DES),d2554e09-3edd-4bfe-81db-fb59a5c5efb7,6,,,Sport,24ebe074-78fc-41c7-8b56-fec2446e6253,10/5/2023 09:32,12/5/2023 2:02pm,Aurélie Favart,Vincent Tournebise
4503,4c6a804c-a0c6-461b-a00a-6cc13e19a315,Diplôme d'Etat Technicien de l'intervention sociale et familiale - DETISF,,Diplôme d'Etat (DE),7aca63e3-9632-4e58-b462-e64a282a2896,4,,,Social,43062959-9315-4c1b-82b6-fdb9af494b0c,10/5/2023 09:32,18/5/2023 11:32am,Aurélie Favart,Vincent Tournebise
34692,39df14b2-b6b4-4951-9795-e5a2dec26340,Titre à finalité professionnelle  Employé familial - EF,,Titre à Finalité Professionnelle,79864782-df4e-4310-9f51-c0ac0f7d0175,3,Particuliers employeurs et emploi à domicile,d144e1b9-25e9-43b6-881e-af1d22f44e99,Social,43062959-9315-4c1b-82b6-fdb9af494b0c,10/5/2023 09:32,18/5/2023 11:34am,Aurélie Favart,Vincent Tournebise
37235,3724cce0-c9e5-441e-9935-2c419c925796,Mention Complémentaire (MC) post Bac - Technicien en réseaux électriques,,Mention Complémentaire (MC),592e34d4-b9e8-4aa1-8bf5-73e77200593f,4,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,12/5/2023 2:02pm,Aurélie Favart,Vincent Tournebise
24919,efa1d38a-6db0-4d55-97fd-d72bc71eafd3,Mention Complémentaire (MC) post Bac - Technicien en soudage,,Mention Complémentaire (MC),592e34d4-b9e8-4aa1-8bf5-73e77200593f,4,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,12/5/2023 2:02pm,Aurélie Favart,Vincent Tournebise
27473,a54c0e4b-06af-4862-adfe-24c6f950a03b,Mention Complémentaire (MC) post Bac - Technicien en tuyauterie ,,Mention Complémentaire (MC),592e34d4-b9e8-4aa1-8bf5-73e77200593f,4,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,12/5/2023 2:02pm,Aurélie Favart,Vincent Tournebise
37313,06e86d9e-83c4-4670-b051-e1b99e91b7e2,Mention Complémentaire (MC) post CAP - Boulangerie spécialisée,,Mention Complémentaire (MC),592e34d4-b9e8-4aa1-8bf5-73e77200593f,3,,,Grande distribution,24a5eeaa-82af-46f6-ad03-b5a6c5babf14,19/4/2023 11:42,12/5/2023 2:02pm,Cédric Soulas,Vincent Tournebise
958,f6eb389c-ca03-4e3d-ba9e-eb63dbb23357,Mention Complémentaire (MC) post CAP - Employé traiteur,,Mention Complémentaire (MC),592e34d4-b9e8-4aa1-8bf5-73e77200593f,3,,,Grande distribution,24a5eeaa-82af-46f6-ad03-b5a6c5babf14,19/4/2023 11:42,12/5/2023 2:03pm,Cédric Soulas,Vincent Tournebise
37315,1983487c-2efc-4c0e-b1ea-b49363919d97,Mention Complémentaire (MC) post CAP - Pâtissier boulanger,,Mention Complémentaire (MC),592e34d4-b9e8-4aa1-8bf5-73e77200593f,3,,,Grande distribution,24a5eeaa-82af-46f6-ad03-b5a6c5babf14,19/4/2023 11:42,12/5/2023 2:03pm,Cédric Soulas,Vincent Tournebise
37105,59c613e3-9f83-44c2-a9b6-10825cdad3aa,Mention Complémentaire (MC) post CAP - Vendeur spécialisé en alimentation,,Mention Complémentaire (MC),592e34d4-b9e8-4aa1-8bf5-73e77200593f,3,,,Grande distribution,24a5eeaa-82af-46f6-ad03-b5a6c5babf14,19/4/2023 11:42,12/5/2023 2:03pm,Cédric Soulas,Vincent Tournebise
5983,464b1c80-2951-4174-b462-3400cd65fddb,Titre à finalité professionnellle Surveillant visiteur de nuit en secteur social et médico-social - SVNSSMS,,Titre à Finalité Professionnelle,79864782-df4e-4310-9f51-c0ac0f7d0175,3,Etablissements et services pour personnes inadaptées et handicapées,eb745027-d022-4cd2-b900-96f82d71e609,Social,43062959-9315-4c1b-82b6-fdb9af494b0c,10/5/2023 09:32,18/5/2023 11:33am,Aurélie Favart,Vincent Tournebise
35937,2ac372ad-2a21-4b1d-8f2d-10e447813325,Titre professionnel Agent de fabrication en chaudronnerie - AFMC ,,Titre Professionnel (TP),47044c6b-b48f-4eb9-9820-e952c092685d,3,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,12/5/2023 2:03pm,Aurélie Favart,Vincent Tournebise
202,6df89508-fe8f-4ffd-91cd-a1892cec4676,Titre professionnel Agent de fabrication industrielle - AFI,,Titre Professionnel (TP),47044c6b-b48f-4eb9-9820-e952c092685d,3,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,12/5/2023 2:03pm,Aurélie Favart,Vincent Tournebise
35028,c64f7ebb-7c15-43d6-93fc-b337eb0b1ffd,Titre professionnel Agent de service médico-social - ASMS,,Titre Professionnel (TP),47044c6b-b48f-4eb9-9820-e952c092685d,3,,,Social,43062959-9315-4c1b-82b6-fdb9af494b0c,10/5/2023 09:32,18/5/2023 11:33am,Aurélie Favart,Vincent Tournebise
1852,59c0c9b8-353a-425e-9950-f61f2b0e0ae3,Titre professionnel Agent magasinier - AM,,Titre Professionnel (TP),47044c6b-b48f-4eb9-9820-e952c092685d,3,,,Métiers Transverses,f69101d2-2824-4093-9ac0-8f8631e5010a,10/5/2023 09:32,12/5/2023 2:03pm,Aurélie Favart,Vincent Tournebise
35506,d37cf5c1-da1a-420f-b624-2b9cf4b54712,Titre professionnel Assistant de vie aux familles - ADVF,,Titre Professionnel (TP),47044c6b-b48f-4eb9-9820-e952c092685d,3,,,Social,43062959-9315-4c1b-82b6-fdb9af494b0c,10/5/2023 09:32,18/5/2023 11:32am,Aurélie Favart,Vincent Tournebise
35233,7016b741-b611-4603-9a12-693638f13b0d,Titre professionnel Assistant manager d'unité marchande - AMUM,,Titre Professionnel (TP),47044c6b-b48f-4eb9-9820-e952c092685d,4,,,Métiers Transverses,f69101d2-2824-4093-9ac0-8f8631e5010a,10/5/2023 09:32,12/5/2023 2:04pm,Aurélie Favart,Vincent Tournebise
34857,032036b5-528e-4d06-bbe0-a7d180602bc1,Titre professionnel Cariste d'entrepôt - CE ,,Titre Professionnel (TP),47044c6b-b48f-4eb9-9820-e952c092685d,3,,,Métiers Transverses,f69101d2-2824-4093-9ac0-8f8631e5010a,10/5/2023 09:32,12/5/2023 2:04pm,Aurélie Favart,Vincent Tournebise
34858,e72abf9e-e7e4-4c97-9337-ba45078a10c4,Titre professionnel Chaudronnier,,Titre Professionnel (TP),47044c6b-b48f-4eb9-9820-e952c092685d,4,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,10/5/2023 09:32,12/5/2023 2:04pm,Aurélie Favart,Vincent Tournebise
34135,951c6243-6079-41b0-b561-07eddf15e223,Titre professionnel Chaudronnier formeur aéronautique - CFA,,Titre Professionnel (TP),47044c6b-b48f-4eb9-9820-e952c092685d,3,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,12/5/2023 2:04pm,Aurélie Favart,Vincent Tournebise
37121,9e2073e9-41ed-44a0-8dd2-c215437e29ee,Titre professionnel Comptable assistant - CA,,Titre Professionnel (TP),47044c6b-b48f-4eb9-9820-e952c092685d,4,,,Métiers Transverses,f69101d2-2824-4093-9ac0-8f8631e5010a,10/5/2023 09:32,12/5/2023 2:05pm,Aurélie Favart,Vincent Tournebise
184,a7cf4381-a36c-47e4-9968-74f98c79fbf0,Titre professionnel Conducteur d'installation et de machines automatisées - CIMA,,Titre Professionnel (TP),47044c6b-b48f-4eb9-9820-e952c092685d,3,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,12/5/2023 2:05pm,Aurélie Favart,Vincent Tournebise
31005,2bfa316b-5bd2-48f9-9062-afb066bb9e56,Titre professionnel Conseiller commercial - CC,,Titre Professionnel (TP),47044c6b-b48f-4eb9-9820-e952c092685d,4,,,Métiers Transverses,f69101d2-2824-4093-9ac0-8f8631e5010a,10/5/2023 09:32,12/5/2023 2:05pm,Aurélie Favart,Vincent Tournebise
37098,b41e5179-ca2c-4d6b-a1ad-de4be14231ab,Titre professionnel Conseiller de vente - CV ,,Titre Professionnel (TP),47044c6b-b48f-4eb9-9820-e952c092685d,4,,,Grande distribution,24a5eeaa-82af-46f6-ad03-b5a6c5babf14,19/4/2023 11:42,12/5/2023 2:05pm,Cédric Soulas,Vincent Tournebise
37274,37c0d786-3a75-40a9-b5a8-bed5d8053888,Titre professionnel Conseiller en insertion professionnelle  - CIP ,,Titre Professionnel (TP),47044c6b-b48f-4eb9-9820-e952c092685d,5,,,Social,43062959-9315-4c1b-82b6-fdb9af494b0c,10/5/2023 09:32,12/5/2023 2:05pm,Aurélie Favart,Vincent Tournebise
37099,e4e18b1b-d87b-4aa3-9cd9-5105a35154f7,Titre professionnel Employé commercial - EC ,,Titre Professionnel (TP),47044c6b-b48f-4eb9-9820-e952c092685d,3,,,Métiers Transverses,f69101d2-2824-4093-9ac0-8f8631e5010a,10/5/2023 09:32,12/5/2023 2:05pm,Aurélie Favart,Vincent Tournebise
35992,6162e26d-3d38-461b-9fb4-651d18d91879,Titre professionnel Employé technicien vendeur en matériel de sport - ETVMS,,Titre Professionnel (TP),47044c6b-b48f-4eb9-9820-e952c092685d,3,,,Grande distribution,24a5eeaa-82af-46f6-ad03-b5a6c5babf14,19/4/2023 11:42,12/5/2023 2:05pm,Cédric Soulas,Vincent Tournebise
32299,c8cabd20-ae92-4faa-ab9f-6d8a8e73f4b3,Titre professionnel Fraiseur sur machines conventionnelles et à commande numérique - FMCCN,,Titre Professionnel (TP),47044c6b-b48f-4eb9-9820-e952c092685d,4,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,10/5/2023 09:32,12/5/2023 2:05pm,Aurélie Favart,Vincent Tournebise
31677,93e70c5c-28d8-46c4-a76e-b616df76e4d6,Titre professionnel Gestionnaire comptable et fiscal - GCF,,Titre Professionnel (TP),47044c6b-b48f-4eb9-9820-e952c092685d,5,,,Métiers Transverses,f69101d2-2824-4093-9ac0-8f8631e5010a,10/5/2023 09:32,12/5/2023 2:06pm,Aurélie Favart,Vincent Tournebise
32291,9277b972-59cf-409e-82a4-d630885e8a29,Titre professionnel Manager des unités marchandes - MUM ,,Titre Professionnel (TP),47044c6b-b48f-4eb9-9820-e952c092685d,5,,,Métiers Transverses,f69101d2-2824-4093-9ac0-8f8631e5010a,10/5/2023 09:32,12/5/2023 2:06pm,Aurélie Favart,Vincent Tournebise
34079,84606408-f234-4a66-b2ab-56e18809808e,Titre professionnel Négociateur technico commercial - NTC,,Titre Professionnel (TP),47044c6b-b48f-4eb9-9820-e952c092685d,5,,,Métiers Transverses,f69101d2-2824-4093-9ac0-8f8631e5010a,10/5/2023 09:32,12/5/2023 2:06pm,Aurélie Favart,Vincent Tournebise
34860,2607d00a-e679-491e-9b5b-ce12da1fc5b0,Titre professionnel Préparateur de commande en entrepôt - PCE,,Titre Professionnel (TP),47044c6b-b48f-4eb9-9820-e952c092685d,3,,,Métiers Transverses,f69101d2-2824-4093-9ac0-8f8631e5010a,10/5/2023 09:32,12/5/2023 2:06pm,Aurélie Favart,Vincent Tournebise
35993,eebee2d3-2696-47f9-840e-859ff5fc324b,Titre professionnel Responsable coordonnateur service à domicile - RCSD,,Titre Professionnel (TP),47044c6b-b48f-4eb9-9820-e952c092685d,5,,,Social,43062959-9315-4c1b-82b6-fdb9af494b0c,10/5/2023 09:32,18/5/2023 11:32am,Aurélie Favart,Vincent Tournebise
35646,f08b7896-763f-4da1-9a37-5ae5a184a530,Titre professionnel Responsable de petite et moyenne structure - RPMS ,,Titre Professionnel (TP),47044c6b-b48f-4eb9-9820-e952c092685d,5,,,Métiers Transverses,f69101d2-2824-4093-9ac0-8f8631e5010a,10/5/2023 09:32,12/5/2023 2:06pm,Aurélie Favart,Vincent Tournebise
36805,610b6e86-9435-4781-abda-4cad3a746f32,Titre professionnel Secrétaire assistant médico social - SAMS,,Titre Professionnel (TP),47044c6b-b48f-4eb9-9820-e952c092685d,4,,,Social,43062959-9315-4c1b-82b6-fdb9af494b0c,10/5/2023 09:32,12/5/2023 2:06pm,Aurélie Favart,Vincent Tournebise
1864,1360ec4a-711f-4096-9ffd-cd79b5034459,Titre professionnel Soudeur à l'arc,,Titre Professionnel (TP),47044c6b-b48f-4eb9-9820-e952c092685d,3,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,12/5/2023 2:06pm,Aurélie Favart,Vincent Tournebise
35191,ac4c0ea6-6bcc-4e10-acde-0ab86632c16c,Titre professionnel Technicien de maintenance industrielle - TMI,,Titre Professionnel (TP),47044c6b-b48f-4eb9-9820-e952c092685d,4,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,10/5/2023 09:32,12/5/2023 2:06pm,Aurélie Favart,Vincent Tournebise
34146,24ebe906-869a-4a63-8db9-1e7e31b1047a,Titre professionnel Technicien de production industrielle - TPI,,Titre Professionnel (TP),47044c6b-b48f-4eb9-9820-e952c092685d,4,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,12/5/2023 2:06pm,Aurélie Favart,Vincent Tournebise
35182,e335058a-7ba0-4eef-9225-b4d07e1f2268,Titre professionnel Technicien en usinage assisté par ordinateur - TUAO,,Titre Professionnel (TP),47044c6b-b48f-4eb9-9820-e952c092685d,4,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,10/5/2023 09:32,12/5/2023 2:06pm,Aurélie Favart,Vincent Tournebise
36317,f7cd7a26-663b-4c1e-973f-2acc1977a93b,Titre professionnel Technicien supérieur de contrôle non destructif - TSCND,,Titre Professionnel (TP),47044c6b-b48f-4eb9-9820-e952c092685d,5,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,10/5/2023 09:32,12/5/2023 2:06pm,Aurélie Favart,Vincent Tournebise
37317,785abe49-d2ab-4717-af71-2c96f998b321,Titre professionnel Technicien supérieur en conception industrielle de systèmes mécaniques - TSCISM,,Titre Professionnel (TP),47044c6b-b48f-4eb9-9820-e952c092685d,5,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,10/5/2023 09:32,12/5/2023 2:07pm,Aurélie Favart,Vincent Tournebise
37277,132c5fa7-dd11-430e-a1fb-99d8373689f2,Titre professionnel Technicien supérieur en méthodes et exploitation logistique - TSMEL ,,Titre Professionnel (TP),47044c6b-b48f-4eb9-9820-e952c092685d,5,,,Métiers Transverses,f69101d2-2824-4093-9ac0-8f8631e5010a,10/5/2023 09:32,12/5/2023 2:07pm,Aurélie Favart,Vincent Tournebise
36236,39ecfbae-14bd-43bd-b01b-ec94a41ca0f9,Titre professionnel Tourneur,,Titre Professionnel (TP),47044c6b-b48f-4eb9-9820-e952c092685d,3,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,12/5/2023 2:07pm,Aurélie Favart,Vincent Tournebise
34612,2ebd553f-e49e-4a87-9c83-84b5dad746a1,Titre professionnel Tuyauteur industriel,,Titre Professionnel (TP),47044c6b-b48f-4eb9-9820-e952c092685d,3,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,12/5/2023 2:07pm,Aurélie Favart,Vincent Tournebise